uniswap,wrapped-bitcoin,maker,filecoin,aave,curve-dao-token,nexo,the-graph,sandclock,euler
0.00516771034175391,14.1213334707925,0.6764674515528976,0.004743252387427164,0.05742031254187899,0.0008420893628518854,0.0004329929221639906,8.2424527397467e-05,0.0023334044155510713,0.0023377818987781835
0.005152229239789438,14.182966362576208,0.6748802859199996,0.004902456060629947,0.057316248109891055,0.0008494717843812135,0.00043490485079742867,8.239835267043636e-05,0.002351343637609314,0.0022891625864359865
0.0051081411007452525,14.205972787666553,0.6738097628311471,0.005088951346233612,0.05722744184156185,0.0008481959081391879,0.00043472806735459906,8.25671832446292e-05,0.002333848649457779,0.0022926348125036095
0.005121400474251569,14.246300675772398,0.6723658131574748,0.005035566522971102,0.05695279905344277,0.0008328390600610913,0.0004332068902844233,8.259147894525751e-05,0.0023956333159534044,0.0022834367584380092
0.00508992756158105,14.090592138667418,0.6622143944372898,0.005154316865855846,0.05647265548542546,0.0008222458424048889,0.00043169045074174816,8.052965488870834e-05,0.0023704589312477176,0.00222061859141308
0.0051201429725072235,14.048872972958552,0.6604714278206296,0.0051666351690191955,0.056311509074735686,0.0008161673941823345,0.00043504335954925325,7.82001060857239e-05,0.002392390205032569,0.0022438451277052946
0.005085966096440909,13.965428726964062,0.6544231158015733,0.004802084659283746,0.05616378510127957,0.0008003317139581203,0.00043014736686713327,7.759985867268816e-05,0.002391499109849482,0.00226819049832727
0.005147979462947611,13.948809479866824,0.6593369613724486,0.004737139441178237,0.05601366172619632,0.0007988051574138422,0.00042756627682056185,7.784317854881604e-05,0.002398798776236252,0.002247028487233364
0.005173550402290731,13.9022872963154,0.6675778330285731,0.004788069942997899,0.05595496680299457,0.0008081581366871305,0.0004308077155084846,7.826769357223751e-05,0.0023298146672659785,0.0022285271669525474
0.005270499173709728,13.956096993344778,0.667455988314202,0.005115804204844596,0.05611919224922441,0.0008119554986969992,0.00043328903130348124,7.886588222120101e-05,0.0023392771444861278,0.002236921116066245
0.005207705613051073,14.01824543649375,0.6659449827563155,0.0049778505797532895,0.05635926323788729,0.0008144257691462934,0.0004357095605504095,7.9189874389314e-05,0.0023554904985123213,0.002210713349357826
0.0051858145616383525,14.014896037806396,0.6654282722000205,0.004906881736772041,0.05647937118409613,0.0008141947097167055,0.00043278816516287494,7.969677016641399e-05,0.002324581330424733,0.002212010121792062
0.0052365400869302135,13.984293126823909,0.6710724770195415,0.004979653563174596,0.05681214645343588,0.0008199632625437059,0.0004324432439924733,8.072465716570581e-05,0.002319311084859624,0.0021984478485227296
0.00522812966517261,13.986379678562821,0.6643427939940065,0.004928941569511178,0.05650027626159492,0.0008212058222355359,0.0004330516899603883,8.036481030319156e-05,0.0022311747114228293,0.0021899283935607715
0.005302278695816884,14.004569277411543,0.66277303457851,0.004915497032988598,0.05669362087819681,0.0008215968402305337,0.00043054578466602156,8.078427371830582e-05,0.0022326403130161197,0.002180807653141515
0.0052829715651473656,13.98533949028041,0.6647918536033466,0.004890867758258785,0.05633106163175331,0.0008193544206907378,0.00042664003506614676,7.985811553329832e-05,0.0022311907100054994,0.00220066029442836
0.005207491809677492,13.981183501052636,0.6623115051335338,0.004807398612311893,0.055796221779446147,0.0007996538284172096,0.0004259766101207696,7.876142224133939e-05,0.0022523018254387525,0.002194052492112328
0.005195724826593525,13.973434366052878,0.6632731589192793,0.004861764018468248,0.05619218647065009,0.0008008520651528459,0.00042248592902563724,8.023411991410883e-05,0.0022360633160741637,0.0021803923169133087
0.005281632565739894,13.962464826337863,0.6711199437969778,0.004925025757921067,0.06246246244387275,0.0008192565315821632,0.000424640399053797,8.129599797237417e-05,0.00222109215657343,0.0021570579094880413
0.005213691970504964,13.885386089617391,0.6722454370887303,0.004902758213539523,0.061710177537116905,0.0008219468414453178,0.00042239414729462705,8.050840289622941e-05,0.002211261177309195,0.0021485694313886543
0.00517193663372547,13.877547451551925,0.6720731818727456,0.005419822724737098,0.061533454769367626,0.0008212332529617309,0.0004217014781058201,8.117053338404462e-05,0.0022051710854680906,0.002121958342861973
0.005184848412376391,13.873907983378032,0.6677096304667917,0.005449402560208056,0.06036652140575616,0.0008160047832317969,0.0004235710887430261,7.953947293152888e-05,0.002223027122787531,0.0021241863007052135
0.005170191604164503,13.910353951383007,0.6755105297346959,0.0054819540130527636,0.059988568542802705,0.0008119161834148248,0.0004250150559584704,7.96361373324032e-05,0.0022233662565737896,0.0021449883097719702
0.005193229200532221,13.89123351682068,0.6803632235089996,0.005713274673894903,0.06071148355283341,0.0008178713345973937,0.00042654933399339894,7.9755264191822e-05,0.0022179675338829846,0.0021439496237816743
0.005242579751176361,13.915856806521603,0.6704161509337686,0.005917040657756898,0.06117582042931177,0.000821037339100228,0.0004289437429280703,8.013469706757468e-05,0.0022241593999710652,0.0020787597672881995
0.005265929894860819,13.907442313566442,0.656241396810739,0.005967104023383562,0.0612141211843622,0.0008184511841030805,0.0004291307351807067,7.934454098604255e-05,0.0022311349388792322,0.0020658929365700044
0.0051638607787997245,13.914215290918964,0.6518631574833108,0.005854013704297741,0.060740708215703716,0.0008068250917172458,0.0004285287206281588,7.962015374451145e-05,0.002247166100983929,0.0020778548658483514
0.005156335710952629,13.869449899426293,0.6490371964678341,0.005895624373351474,0.05981429154401412,0.0008021021962679305,0.0004276649210051396,7.821406360252306e-05,0.0022342492571098844,0.002050126233510799
0.005119753732674216,13.846650394087728,0.6483995804779978,0.006101287754496045,0.059587344130204535,0.0008012871188228045,0.00042448235209475917,7.69677417684468e-05,0.0022241217565442326,0.002044770476976027
0.005118128136470747,13.85007968229969,0.6549065397351207,0.006011320487779504,0.0596359533834993,0.0007951783029045694,0.0004239222618054406,7.681951572541527e-05,0.002254725355968858,0.0020651667672635324
0.0050372592531677555,13.921750017354658,0.6559554046835495,0.005978630560943688,0.05883578293880514,0.0007844737971619694,0.00042208685943859756,7.612809873787126e-05,0.0023001453198509742,0.002093338976293964
0.004974477991698442,13.885693073762337,0.6563472976389289,0.005841600987363514,0.05853070720692336,0.0007852886700299202,0.0004244408100018916,7.620954489962538e-05,0.002282580151868926,0.0020865037919048897
0.004976140974762349,13.844462829115932,0.6576048526358251,0.006046531956951179,0.058419337602259834,0.0007884180568287074,0.00042541883573114,7.674300865381559e-05,0.0022792853335802583,0.002085672859811298
